Gene ID	Species	GeneName	Symbol
NM_000748	1141	Homo sapiens	cholinergic receptor nicotinic beta 2 subunit(CHRNB2)	CHRNB2
NM_000747	1140	Homo sapiens	cholinergic receptor nicotinic beta 1 subunit(CHRNB1)	chrnb1
NM_000740	1131	Homo sapiens	cholinergic receptor muscarinic 3(CHRM3)	CHRM3
NM_000742	1135	Homo sapiens	cholinergic receptor nicotinic alpha 2 subunit(CHRNA2)	CHRNA2
NM_000741	1132	Homo sapiens	cholinergic receptor muscarinic 4(CHRM4)	CHRM4
NM_000744	1137	Homo sapiens	cholinergic receptor nicotinic alpha 4 subunit(CHRNA4)	CHRNA4
NM_000743	1136	Homo sapiens	cholinergic receptor nicotinic alpha 3 subunit(CHRNA3)	CHRNA3
NM_001142699	1740	Homo sapiens	discs large MAGUK scaffold protein 2(DLG2)	DLG2
NM_000759	1440	Homo sapiens	colony stimulating factor 3(CSF3)	CSF3
NM_000758	1437	Homo sapiens	colony stimulating factor 2(CSF2)	CSF2
NM_000757	1435	Homo sapiens	colony stimulating factor 1(CSF1)	CSF1
NM_000756	1392	Homo sapiens	corticotropin releasing hormone(CRH)	CRH
NM_000751	1144	Homo sapiens	cholinergic receptor nicotinic delta subunit(CHRND)	CHRND
NM_000750	1143	Homo sapiens	cholinergic receptor nicotinic beta 4 subunit(CHRNB4)	CHRNB4
NM_000755	1384	Homo sapiens	carnitine O-acetyltransferase(CRAT)	CRAT
NM_000754	1312	Homo sapiens	catechol-O-methyltransferase(COMT)	COMT
NM_022808	6638	Homo sapiens	small nuclear ribonucleoprotein polypeptide N(SNRPN)	SNRPN
NM_022809	995	Homo sapiens	cell division cycle 25C(CDC25C)	CDC25C
NM_000728	797	Homo sapiens	calcitonin related polypeptide beta(CALCB)	CALCB
NM_000727	786	Homo sapiens	calcium voltage-gated channel auxiliary subunit gamma 1(CACNG1)	CACNG1
NM_000729	885	Homo sapiens	cholecystokinin(CCK)	CCK
NM_000724	783	Homo sapiens	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)	CACNB2
NM_000723	782	Homo sapiens	calcium voltage-gated channel auxiliary subunit beta 1(CACNB1)	CACNB1
NM_000726	785	Homo sapiens	calcium voltage-gated channel auxiliary subunit beta 4(CACNB4)	CACNB4
NM_000725	784	Homo sapiens	calcium voltage-gated channel auxiliary subunit beta 3(CACNB3)	CACNB3
NM_022805	6638	Homo sapiens	small nuclear ribonucleoprotein polypeptide N(SNRPN)	SNRPN
NM_000720	776	Homo sapiens	calcium voltage-gated channel subunit alpha1 D(CACNA1D)	CACNA1D
NM_022804	8926	Homo sapiens	SNRPN upstream reading frame(SNURF)	SNURF
NM_022807	6638	Homo sapiens	small nuclear ribonucleoprotein polypeptide N(SNRPN)	SNRPN
NM_000722	781	Homo sapiens	calcium voltage-gated channel auxiliary subunit alpha2delta 1(CACNA2D1)	CACNA2D1
NM_001025579	81565	Homo sapiens	nudE neurodevelopment protein 1 like 1(NDEL1)	NDEL1
NM_022806	6638	Homo sapiens	small nuclear ribonucleoprotein polypeptide N(SNRPN)	SNRPN
NM_000721	777	Homo sapiens	calcium voltage-gated channel subunit alpha1 E(CACNA1E)	CACNA1E
NM_022803	7352	Homo sapiens	uncoupling protein 3(UCP3)	UCP3
NM_022802	1488	Homo sapiens	C-terminal binding protein 2(CTBP2)	CTBP2
NM_001008269	440955	Homo sapiens	transmembrane protein 89(TMEM89)	TMEM89
NM_001142676	66005	Homo sapiens	chitinase domain containing 1(CHID1)	CHID1
NM_001142675	66005	Homo sapiens	chitinase domain containing 1(CHID1)	CHID1
NM_022819	64600	Homo sapiens	phospholipase A2 group IIF(PLA2G2F)	PLA2G2F
NM_001142674	66005	Homo sapiens	chitinase domain containing 1(CHID1)	CHID1
NM_001142673	9776	Homo sapiens	autophagy related 13(ATG13)	ATG13
NM_001142679	196527	Homo sapiens	anoctamin 6(ANO6)	ANO6
NM_001142678	196527	Homo sapiens	anoctamin 6(ANO6)	ANO6
NM_001142677	66005	Homo sapiens	chitinase domain containing 1(CHID1)	CHID1
NM_022810	9016	Homo sapiens	solute carrier family 25 member 14(SLC25A14)	SLC25A14
NM_000739	1129	Homo sapiens	cholinergic receptor muscarinic 2(CHRM2)	CHRM2
NM_000738	1128	Homo sapiens	cholinergic receptor muscarinic 1(CHRM1)	CHRM1
NM_000735	1081	Homo sapiens	glycoprotein hormones, alpha polypeptide(CGA)	CGA
NM_000734	919	Homo sapiens	CD247 molecule(CD247)	CD247
NM_000733	916	Homo sapiens	CD3e molecule(CD3E)	CD3E
NM_022818	81631	Homo sapiens	microtubule associated protein 1 light chain 3 beta(MAP1LC3B)	MAP1LC3B
NM_022817	8864	Homo sapiens	period circadian clock 2(PER2)	PER2
NM_000730	886	Homo sapiens	cholecystokinin A receptor(CCKAR)	CCKAR
NM_014499	27334	Homo sapiens	purinergic receptor P2Y10(P2RY10)	p2ry10
NM_014498	27333	Homo sapiens	golgi integral membrane protein 4(GOLIM4)	GOLIM4
NM_000700	301	Homo sapiens	annexin A1(ANXA1)	ANXA1
NM_000704	495	Homo sapiens	ATPase H+/K+ transporting alpha subunit(ATP4A)	ATP4A
NM_000701	476	Homo sapiens	ATPase Na+/K+ transporting subunit alpha 1(ATP1A1)	ATP1A1
NM_000702	477	Homo sapiens	ATPase Na+/K+ transporting subunit alpha 2(ATP1A2)	ATP1A2
NM_005689	10058	Homo sapiens	ATP binding cassette subfamily B member 6 (Langereis blood group)(ABCB6)	ABCB6
NM_005687	10056	Homo sapiens	phenylalanyl-tRNA synthetase beta subunit(FARSB)	FARSB
NM_000705	496	Homo sapiens	ATPase H+/K+ transporting beta subunit(ATP4B)	ATP4B
NM_005688	10057	Homo sapiens	ATP binding cassette subfamily C member 5(ABCC5)	ABCC5
NM_000706	552	Homo sapiens	arginine vasopressin receptor 1A(AVPR1A)	AVPR1A
NM_005697	10066	Homo sapiens	secretory carrier membrane protein 2(SCAMP2)	SCAMP2
NM_005694	10063	Homo sapiens	COX17, cytochrome c oxidase copper chaperone(COX17)	COX17
NM_000709	593	Homo sapiens	branched chain keto acid dehydrogenase E1, alpha polypeptide(BCKDHA)	BCKDHA
NM_005693	10062	Homo sapiens	nuclear receptor subfamily 1 group H member 3(NR1H3)	NR1H3
NM_005692	10061	Homo sapiens	ATP binding cassette subfamily F member 2(ABCF2)	ABCF2
NM_005691	10060	Homo sapiens	ATP binding cassette subfamily C member 9(ABCC9)	ABCC9
NM_005690	10059	Homo sapiens	dynamin 1 like(DNM1L)	DNM1L
NM_014488	27314	Homo sapiens	RAB30, member RAS oncogene family(RAB30)	RAB30
NM_014487	27309	Homo sapiens	zinc finger protein 330(ZNF330)	ZNF330
NM_014489	27315	Homo sapiens	post-GPI attachment to proteins 2(PGAP2)	PGAP2
NM_000710	623	Homo sapiens	bradykinin receptor B1(BDKRB1)	BDKRB1
NM_000712	644	Homo sapiens	biliverdin reductase A(BLVRA)	BLVRA
NM_000713	645	Homo sapiens	biliverdin reductase B(BLVRB)	BLVRB
NM_000714	706	Homo sapiens	translocator protein(TSPO)	TSPO
NM_000715	722	Homo sapiens	complement component 4 binding protein alpha(C4BPA)	C4BPA
NM_005676	8241	Homo sapiens	RNA binding motif protein 10(RBM10)	RBM10
NM_000716	725	Homo sapiens	complement component 4 binding protein beta(C4BPB)	C4BPB
NM_005677	8292	Homo sapiens	collagen like tail subunit of asymmetric acetylcholinesterase(COLQ)	COLQ
NM_000717	762	Homo sapiens	carbonic anhydrase 4(CA4)	CA4
NM_005678	8926	Homo sapiens	SNRPN upstream reading frame(SNURF)	SNURF
NM_000718	774	Homo sapiens	calcium voltage-gated channel subunit alpha1 B(CACNA1B)	CACNA1B
NM_005679	9013	Homo sapiens	TATA-box binding protein associated factor, RNA polymerase I subunit C(TAF1C)	TAF1C
NM_000719	775	Homo sapiens	calcium voltage-gated channel subunit alpha1 C(CACNA1C)	CACNA1C
NM_005684	9293	Homo sapiens	G protein-coupled receptor 52(GPR52)	GPR52
NM_005683	9290	Homo sapiens	G protein-coupled receptor 55(GPR55)	GPR55
NM_005686	9580	Homo sapiens	SRY-box 13(SOX13)	SOX13
NM_005685	9569	Homo sapiens	GTF2I repeat domain containing 1(GTF2IRD1)	GTF2IRD1
NM_005680	9014	Homo sapiens	TATA-box binding protein associated factor, RNA polymerase I subunit B(TAF1B)	TAF1B
NM_005682	9289	Homo sapiens	adhesion G protein-coupled receptor G1(ADGRG1)	ADGRG1
NM_005681	9015	Homo sapiens	TATA-box binding protein associated factor, RNA polymerase I subunit A(TAF1A)	TAF1A
NM_014491	93986	Homo sapiens	forkhead box P2(FOXP2)	FOXP2
NM_014494	27327	Homo sapiens	trinucleotide repeat containing 6A(TNRC6A)	TNRC6A
NM_014495	27329	Homo sapiens	angiopoietin like 3(ANGPTL3)	ANGPTL3
NM_014496	27330	Homo sapiens	ribosomal protein S6 kinase A6(RPS6KA6)	RPS6KA6
NM_014497	27332	Homo sapiens	zinc finger protein 638(ZNF638)	ZNF638
NM_005667	7844	Homo sapiens	ring finger protein 103(RNF103)	RNF103
NM_005668	7903	Homo sapiens	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4(ST8SIA4)	ST8SIA4
NM_005665	7813	Homo sapiens	ecotropic viral integration site 5(EVI5)	EVI5
NM_005669	7905	Homo sapiens	receptor accessory protein 5(REEP5)	REEP5
NM_005671	7993	Homo sapiens	UBX domain protein 8(UBXN8)	UBXN8
NM_005670	7957	Homo sapiens	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)(EPM2A)	EPM2A
NM_005675	8214	Homo sapiens	DiGeorge syndrome critical region gene 6(DGCR6)	dgcr6
NM_005674	8187	Homo sapiens	zinc finger protein 239(ZNF239)	ZNF239
NM_005672	8000	Homo sapiens	prostate stem cell antigen(PSCA)	PSCA
NM_005654	7025	Homo sapiens	nuclear receptor subfamily 2 group F member 1(NR2F1)	NR2F1
NM_005655	7071	Homo sapiens	Kruppel like factor 10(KLF10)	KLF10
NM_005656	7113	Homo sapiens	transmembrane protease, serine 2(TMPRSS2)	TMPRSS2
NM_005657	7158	Homo sapiens	tumor protein p53 binding protein 1(TP53BP1)	TP53BP1
NM_005658	7185	Homo sapiens	TNF receptor associated factor 1(TRAF1)	TRAF1
NM_005659	7353	Homo sapiens	ubiquitin fusion degradation 1 like (yeast)(UFD1L)	UFD1L
NM_005660	7355	Homo sapiens	solute carrier family 35 member A2(SLC35A2)	SLC35A2
NM_005662	7419	Homo sapiens	voltage dependent anion channel 3(VDAC3)	VDAC3
NM_005664	7681	Homo sapiens	makorin ring finger protein 3(MKRN3)	MKRN3
NM_005663	7469	Homo sapiens	negative elongation factor complex member A(NELFA)	NELFA
NM_005649	6940	Homo sapiens	zinc finger protein 354A(ZNF354A)	ZNF354A
NM_005648	6921	Homo sapiens	transcription elongation factor B subunit 1(TCEB1)	TCEB1
NM_005647	6907	Homo sapiens	transducin beta like 1X-linked(TBL1X)	TBL1X
NM_005646	6894	Homo sapiens	TAR (HIV-1) RNA binding protein 1(TARBP1)	TARBP1
NM_005645	6884	Homo sapiens	TATA-box binding protein associated factor 13(TAF13)	TAF13
NM_005644	6883	Homo sapiens	TATA-box binding protein associated factor 12(TAF12)	TAF12
NM_005643	6882	Homo sapiens	TATA-box binding protein associated factor 11(TAF11)	TAF11
NM_014456	27250	Homo sapiens	programmed cell death 4 (neoplastic transformation inhibitor)(PDCD4)	PDCD4
NM_014454	27244	Homo sapiens	sestrin 1(SESN1)	SESN1
NM_014455	27246	Homo sapiens	ring finger protein 115(RNF115)	RNF115
NM_014458	27252	Homo sapiens	kelch like family member 20(KLHL20)	KLHL20
NM_014460	27254	Homo sapiens	cold shock domain containing C2(CSDC2)	CSDC2
NM_001010000	79822	Homo sapiens	Rho GTPase activating protein 28(ARHGAP28)	ARHGAP28
NM_014464	27283	Homo sapiens	tubulointerstitial nephritis antigen(TINAG)	TINAG
NM_014463	27258	Homo sapiens	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM3)	LSM3
NM_014462	27257	Homo sapiens	LSM1 homolog, mRNA degradation associated(LSM1)	LSM1
NM_014461	27255	Homo sapiens	contactin 6(CNTN6)	CNTN6
NM_005652	7014	Homo sapiens	telomeric repeat binding factor 2(TERF2)	TERF2
NM_005653	7024	Homo sapiens	transcription factor CP2(TFCP2)	tfcp2
NM_001014286	55578	Homo sapiens	SPT20 homolog, SAGA complex component(SUPT20H)	SUPT20H
NM_005650	6942	Homo sapiens	transcription factor 20(TCF20)	tcf20
NM_001142605	9343	Homo sapiens	elongation factor Tu GTP binding domain containing 2(EFTUD2)	EFTUD2
NM_005651	6999	Homo sapiens	tryptophan 2,3-dioxygenase(TDO2)	TDO2
NM_001142604	5538	Homo sapiens	palmitoyl-protein thioesterase 1(PPT1)	PPT1
NM_001142603	9812	Homo sapiens	KIAA0141(KIAA0141)	KIAA0141
NM_001014283	55208	Homo sapiens	defective in cullin neddylation 1 domain containing 2(DCUN1D2)	DCUN1D2
NM_001142602	8877	Homo sapiens	sphingosine kinase 1(SPHK1)	SPHK1
NM_001142601	8877	Homo sapiens	sphingosine kinase 1(SPHK1)	SPHK1
NM_001142600	115019	Homo sapiens	solute carrier family 26 member 9(SLC26A9)	SLC26A9
NM_005637	6760	Homo sapiens	SS18, nBAF chromatin remodeling complex subunit(SS18)	SS18
NM_005636	6759	Homo sapiens	SSX family member 4(SSX4)	SSX4
NM_005639	6857	Homo sapiens	synaptotagmin 1(SYT1)	SYT1
NM_022872	2537	Homo sapiens	interferon alpha inducible protein 6(IFI6)	IFI6
NM_005638	6845	Homo sapiens	vesicle associated membrane protein 7(VAMP7)	VAMP7
NM_005633	6654	Homo sapiens	SOS Ras/Rac guanine nucleotide exchange factor 1(SOS1)	SOS1
NM_005632	6650	Homo sapiens	calpain 15(CAPN15)	CAPN15
NM_022873	2537	Homo sapiens	interferon alpha inducible protein 6(IFI6)	IFI6
NM_001014279	389289	Homo sapiens	annexin A2 receptor(ANXA2R)	ANXA2R
NM_005635	6756	Homo sapiens	SSX family member 1(SSX1)	SSX1
NM_022876	6607	Homo sapiens	survival of motor neuron 2, centromeric(SMN2)	smn2
NM_005634	6658	Homo sapiens	SRY-box 3(SOX3)	SOX3
NM_022875	6607	Homo sapiens	survival of motor neuron 2, centromeric(SMN2)	smn2
NM_014443	27190	Homo sapiens	interleukin 17B(IL17B)	IL17B
NM_014444	27229	Homo sapiens	tubulin gamma complex associated protein 4(TUBGCP4)	TUBGCP4
NM_022877	6607	Homo sapiens	survival of motor neuron 2, centromeric(SMN2)	smn2
NM_014445	27230	Homo sapiens	stress associated endoplasmic reticulum protein 1(SERP1)	SERP1
NM_014447	27236	Homo sapiens	ADP ribosylation factor interacting protein 1(ARFIP1)	arfip1
NM_014448	27237	Homo sapiens	Rho guanine nucleotide exchange factor 16(ARHGEF16)	ARHGEF16
NM_014449	27239	Homo sapiens	G protein-coupled receptor 162(GPR162)	GPR162
NM_001142610	9706	Homo sapiens	unc-51 like autophagy activating kinase 2(ULK2)	ULK2
NM_014451	27241	Homo sapiens	Bardet-Biedl syndrome 9(BBS9)	BBS9
NM_014453	27243	Homo sapiens	charged multivesicular body protein 2A(CHMP2A)	CHMP2A
NM_014452	27242	Homo sapiens	TNF receptor superfamily member 21(TNFRSF21)	TNFRSF21
NM_001142616	23301	Homo sapiens	EH domain binding protein 1(EHBP1)	EHBP1
NM_005640	6875	Homo sapiens	TATA-box binding protein associated factor 4b(TAF4B)	TAF4B
NM_001142615	23301	Homo sapiens	EH domain binding protein 1(EHBP1)	EHBP1
NM_001142618	64220	Homo sapiens	stimulated by retinoic acid 6(STRA6)	STRA6
NM_005641	6878	Homo sapiens	TATA-box binding protein associated factor 6(TAF6)	TAF6
NM_001142617	64220	Homo sapiens	stimulated by retinoic acid 6(STRA6)	STRA6
NM_005642	6879	Homo sapiens	TATA-box binding protein associated factor 7(TAF7)	taf7
NM_001142614	23301	Homo sapiens	EH domain binding protein 1(EHBP1)	EHBP1
NM_005624	6370	Homo sapiens	C-C motif chemokine ligand 25(CCL25)	CCL25
NM_005623	6355	Homo sapiens	C-C motif chemokine ligand 8(CCL8)	CCL8
NM_005622	6296	Homo sapiens	acyl-CoA synthetase medium-chain family member 3(ACSM3)	acsm3
NM_005621	6283	Homo sapiens	S100 calcium binding protein A12(S100A12)	S100A12
NM_005628	6510	Homo sapiens	solute carrier family 1 member 5(SLC1A5)	slc1a5
NM_005627	6446	Homo sapiens	serum/glucocorticoid regulated kinase 1(SGK1)	SGK1
NM_005626	6429	Homo sapiens	serine and arginine rich splicing factor 4(SRSF4)	SRSF4
NM_005625	6386	Homo sapiens	syndecan binding protein(SDCBP)	SDCBP
NM_005629	6535	Homo sapiens	solute carrier family 6 member 8(SLC6A8)	SLC6A8
NM_014478	27297	Homo sapiens	CGRP receptor component(CRCP)	CRCP
NM_014476	27295	Homo sapiens	PDZ and LIM domain 3(PDLIM3)	PDLIM3
NM_014477	27296	Homo sapiens	TP53 target 5(TP53TG5)	TP53TG5
NM_014485	27306	Homo sapiens	hematopoietic prostaglandin D synthase(HPGDS)	HPGDS
NM_014484	27304	Homo sapiens	molybdenum cofactor synthesis 3(MOCS3)	MOCS3
NM_014483	27303	Homo sapiens	RNA binding motif single stranded interacting protein 3(RBMS3)	RBMS3
NM_014481	27301	Homo sapiens	apurinic/apyrimidinic endodeoxyribonuclease 2(APEX2)	APEX2
NM_014480	27300	Homo sapiens	zinc finger protein 544(ZNF544)	ZNF544
NM_005630	6578	Homo sapiens	solute carrier organic anion transporter family member 2A1(SLCO2A1)	SLCO2A1
NM_005631	6608	Homo sapiens	smoothened, frizzled class receptor(SMO)	SMO
NM_022896	64900	Homo sapiens	lipin 3(LPIN3)	LPIN3
NM_005611	5934	Homo sapiens	RB transcriptional corepressor like 2(RBL2)	RBL2
NM_022895	64897	Homo sapiens	chromosome 12 open reading frame 43(C12orf43)	C12ORF43
NM_005610	5928	Homo sapiens	RB binding protein 4, chromatin remodeling factor(RBBP4)	RBBP4
NM_022898	64919	Homo sapiens	B-cell CLL/lymphoma 11B(BCL11B)	BCL11B
NM_005613	5999	Homo sapiens	regulator of G-protein signaling 4(RGS4)	RGS4
NM_022897	64901	Homo sapiens	RAN binding protein 17(RANBP17)	RANBP17
NM_005612	5978	Homo sapiens	RE1 silencing transcription factor(REST)	REST
NM_005615	6039	Homo sapiens	ribonuclease A family member k6(RNASE6)	RNASE6
NM_022892	4671	Homo sapiens	NLR family apoptosis inhibitory protein(NAIP)	NAIP
NM_005614	6009	Homo sapiens	Ras homolog enriched in brain(RHEB)	RHEB
NM_022894	64895	Homo sapiens	poly(A) polymerase gamma(PAPOLG)	PAPOLG
NM_005617	6208	Homo sapiens	ribosomal protein S14(RPS14)	RPS14
NM_022893	53335	Homo sapiens	B-cell CLL/lymphoma 11A(BCL11A)	BCL11A
NM_014469	27288	Homo sapiens	RNA binding motif protein, X-linked like 2(RBMXL2)	RBMXL2
NM_005619	6253	Homo sapiens	reticulon 2(RTN2)	RTN2
NM_005618	28514	Homo sapiens	delta like canonical Notch ligand 1(DLL1)	DLL1
NM_014465	27284	Homo sapiens	sulfotransferase family 1B member 1(SULT1B1)	SULT1B1
NM_022899	93973	Homo sapiens	ARP8 actin-related protein 8 homolog(ACTR8)	ACTR8
NM_014466	27285	Homo sapiens	tektin 2(TEKT2)	TEKT2
NM_014467	27286	Homo sapiens	sushi repeat containing protein, X-linked 2(SRPX2)	SRPX2
NM_014468	27287	Homo sapiens	VENT homeobox(VENTX)	VENTX
NM_014473	27292	Homo sapiens	DIM1 dimethyladenosine transferase 1 homolog(DIMT1)	DIMT1
NM_014472	27291	Homo sapiens	R3H domain and coiled-coil containing 1 like(R3HCC1L)	R3HCC1L
NM_014475	27294	Homo sapiens	dihydrodiol dehydrogenase(DHDH)	DHDH
NM_014474	27293	Homo sapiens	sphingomyelin phosphodiesterase acid like 3B(SMPDL3B)	SMPDL3B
NM_014471	27290	Homo sapiens	serine peptidase inhibitor, Kazal type 4(SPINK4)	spink4
NM_014470	27289	Homo sapiens	Rho family GTPase 1(RND1)	RND1
NM_005620	6282	Homo sapiens	S100 calcium binding protein A11(S100A11)	S100A11
NR_002433	26765	Homo sapiens	small nucleolar RNA, C/D box 12C(SNORD12C)	SNORD12C
NM_001008401	388561	Homo sapiens	zinc finger protein 761(ZNF761)	ZNF761
NM_001008409	164395	Homo sapiens	tubulin tyrosine ligase like 9(TTLL9)	TTLL9
NM_001008405	55973	Homo sapiens	B-cell receptor associated protein 29(BCAP29)	BCAP29
NM_001008404	400258	Homo sapiens	chromosome 14 open reading frame 180(C14orf180)	C14orf180
NM_005586	4188	Homo sapiens	MyoD family inhibitor(MDFI)	MDFI
NM_005587	4205	Homo sapiens	myocyte enhancer factor 2A(MEF2A)	MEF2A
NM_005584	4081	Homo sapiens	mab-21 like 1(MAB21L1)	MAB21L1
NM_005585	4091	Homo sapiens	SMAD family member 6(SMAD6)	SMAD6
NM_005582	4064	Homo sapiens	CD180 molecule(CD180)	CD180
NM_005583	4066	Homo sapiens	LYL1, basic helix-loop-helix family member(LYL1)	LYL1
NM_005581	4059	Homo sapiens	basal cell adhesion molecule (Lutheran blood group)(BCAM)	bcam
NM_005578	4026	Homo sapiens	LIM domain containing preferred translocation partner in lipoma(LPP)	LPP
NM_005577	4018	Homo sapiens	lipoprotein(a)(LPA)	LPA
NM_005595	4774	Homo sapiens	nuclear factor I A(NFIA)	NFIA
NM_005596	4781	Homo sapiens	nuclear factor I B(NFIB)	NFIB
NM_005597	4782	Homo sapiens	nuclear factor I C(NFIC)	nfic
NM_005598	4807	Homo sapiens	nescient helix-loop-helix 1(NHLH1)	NHLH1
NM_005591	4361	Homo sapiens	MRE11 homolog, double strand break repair nuclease(MRE11)	MRE11
NM_005592	4593	Homo sapiens	muscle associated receptor tyrosine kinase(MUSK)	MUSK
NM_005594	4666	Homo sapiens	nascent polypeptide-associated complex alpha subunit(NACA)	NACA
NM_005590	4361	Homo sapiens	MRE11 homolog, double strand break repair nuclease(MRE11)	MRE11
NM_005589	4329	Homo sapiens	aldehyde dehydrogenase 6 family member A1(ALDH6A1)	ALDH6A1
NM_005588	4224	Homo sapiens	meprin A subunit alpha(MEP1A)	MEP1A
NM_001109809	346171	Homo sapiens	ZFP57 zinc finger protein(ZFP57)	ZFP57
NM_005599	4808	Homo sapiens	nescient helix-loop-helix 2(NHLH2)	NHLH2
NM_199294	378708	Homo sapiens	centromere protein S(CENPS)	CENPS
NM_199296	145501	Homo sapiens	isthmin 2(ISM2)	ISM2
NM_199297	29087	Homo sapiens	thymocyte nuclear protein 1(THYN1)	THYN1
NM_001163260	55793	Homo sapiens	family with sequence similarity 63 member A(FAM63A)	FAM63A
NM_199290	342538	Homo sapiens	nascent polypeptide associated complex alpha subunit 2(NACA2)	NACA2
NM_199292	7054	Homo sapiens	tyrosine hydroxylase(TH)	TH
NM_199293	7054	Homo sapiens	tyrosine hydroxylase(TH)	TH
NM_015097	23122	Homo sapiens	cytoplasmic linker associated protein 2(CLASP2)	CLASP2
NM_015099	23125	Homo sapiens	calmodulin binding transcription activator 2(CAMTA2)	CAMTA2
NM_054107	26740	Homo sapiens	olfactory receptor family 1 subfamily J member 2(OR1J2)	OR1J2
NM_054108	117245	Homo sapiens	HRAS like suppressor family member 5(HRASLS5)	HRASLS5
NM_001163265	9468	Homo sapiens	phosphate cytidylyltransferase 1, choline, beta(PCYT1B)	PCYT1B
NM_015090	23114	Homo sapiens	neurofascin(NFASC)	NFASC
NM_015091	23116	Homo sapiens	family with sequence similarity 179 member B(FAM179B)	FAM179B
